,name,hotel,hospital,mall,park1500,store,underground,rent
316,鄂尔多斯艾力大厦,20.0,1.0,0.0,6.0,8.0,2.0,6.08
317,瑞丰国际大厦,20.0,3.0,0.0,3.0,34.0,1.0,7.1
318,七建大厦,36.0,1.0,3.0,5.0,21.0,2.0,3.85
319,创研智造,0.0,0.0,0.0,0.0,0.0,0.0,2.03
320,OASIS 新天地,74.0,14.0,5.0,27.0,21.0,2.0,5.67
321,祥腾财富广场,4.0,1.0,0.0,2.0,0.0,1.0,2.33
322,嘉汇广场,97.0,2.0,5.0,8.0,22.0,1.0,4.36
323,新宏大楼,20.0,6.0,3.0,8.0,30.0,1.0,3.04
324,中银大厦,14.0,2.0,3.0,10.0,22.0,1.0,10.14
325,和一大厦,71.0,17.0,7.0,8.0,27.0,0.0,3.66
326,金汇四季广场,0.0,2.0,5.0,0.0,15.0,0.0,4.26
327,兴园373,42.0,12.0,2.0,8.0,32.0,1.0,4.05
328,李子园大厦,7.0,10.0,0.0,2.0,9.0,2.0,2.78
329,长安大厦,68.0,0.0,4.0,6.0,32.0,1.0,2.64
330,道•创空间,69.0,4.0,17.0,11.0,27.0,3.0,1.52
331,置地广场,0.0,18.0,24.0,12.0,90.0,1.0,4.06
332,城开国际大厦,70.0,5.0,2.0,10.0,22.0,2.0,6.4
333,安基大厦,76.0,15.0,11.0,12.0,74.0,1.0,3.04
334,E通世界甲等商务功能园,2.0,0.0,0.0,0.0,3.0,0.0,1.63
335,白玉兰环保广场,11.0,4.0,3.0,8.0,19.0,2.0,2.94
336,炬芯研发大楼,8.0,0.0,0.0,0.0,3.0,0.0,3.33
337,浦东金融广场,70.0,3.0,0.0,5.0,21.0,2.0,6.59
338,浦江意优国际广场,0.0,0.0,0.0,0.0,0.0,0.0,1.87
339,汇阳广场,24.0,0.0,2.0,5.0,0.0,2.0,4.49
340,金领之都B区,3.0,1.0,0.0,1.0,5.0,0.0,3.04
341,科汇大厦,42.0,9.0,3.0,9.0,26.0,1.0,4.38
342,绿地海外滩中心B幢,10.0,0.0,1.0,3.0,14.0,0.0,5.07
343,天安数码城虹控T创园,38.0,3.0,4.0,14.0,48.0,1.0,4.56
344,光明大厦,66.0,3.0,0.0,10.0,35.0,0.0,6.29
345,智慧树创意园,37.0,7.0,1.0,5.0,50.0,0.0,4.05
346,X2创意园区2期,22.0,3.0,2.0,1.0,11.0,0.0,4.88
347,雍和创智广场,5.0,0.0,1.0,4.0,8.0,0.0,3.04
348,远东国际广场,27.0,6.0,5.0,7.0,15.0,0.0,5.58
349,联合汽车广场,20.0,0.0,2.0,7.0,15.0,0.0,4.11
350,香港广场,68.0,9.0,14.0,28.0,25.0,3.0,7.1
351,科恩国际中心,206.0,5.0,14.0,22.0,37.0,1.0,4.57
352,国际金融家,4.0,0.0,0.0,0.0,3.0,0.0,3.29
353,东海广场,87.0,24.0,15.0,7.0,35.0,1.0,5.58
354,鸿元中心,8.0,1.0,0.0,4.0,12.0,1.0,4.87
355,康宁大厦,70.0,6.0,0.0,11.0,60.0,1.0,4.36
356,湾谷科技园,3.0,0.0,0.0,3.0,4.0,0.0,3.09
357,岚桥国际大厦,57.0,8.0,12.0,3.0,23.0,1.0,6.91
358,东航滨江中心,12.0,4.0,1.0,5.0,3.0,0.0,5.07
359,外滩华融大厦,52.0,2.0,0.0,7.0,30.0,0.0,8.0
360,上海星汇广场,1.0,0.0,3.0,0.0,4.0,2.0,3.04
361,半岛1919滨江文化创意园,11.0,1.0,1.0,0.0,12.0,1.0,2.03
362,海盈商务中心,17.0,4.0,5.0,5.0,15.0,1.0,4.26
363,绿地阳光园,24.0,3.0,8.0,1.0,25.0,1.0,4.05
364,富海商务苑,1.0,0.0,0.0,0.0,1.0,0.0,3.04
365,新漕河泾大厦,13.0,1.0,0.0,3.0,10.0,1.0,3.55
366,留学生博物馆,10.0,7.0,1.0,0.0,2.0,0.0,1.83
367,茸锦科技园,3.0,0.0,0.0,0.0,4.0,0.0,1.62
368,绿地新江湾大厦,1.0,0.0,0.0,2.0,0.0,0.0,3.65
369,裕安大厦,60.0,7.0,3.0,0.0,21.0,1.0,4.33
370,金岸大厦,40.0,1.0,1.0,4.0,19.0,1.0,4.06
371,漕河泾开发区松江高科技园,0.0,0.0,0.0,0.0,1.0,0.0,5.07
372,2577创意大院,0.0,6.0,2.0,4.0,9.0,3.0,4.56
373,绿地滨江中央广场,0.0,18.0,4.0,2.0,49.0,0.0,4.66
374,科技京城大厦东座,109.0,2.0,12.0,6.0,56.0,0.0,3.04
375,新发现才富园,34.0,2.0,2.0,8.0,15.0,0.0,4.56
376,绿洲大厦,92.0,11.0,2.0,9.0,38.0,2.0,12.23
377,哈密大楼,101.0,5.0,11.0,9.0,0.0,1.0,3.89
378,昌平大厦,63.0,8.0,5.0,5.0,31.0,0.0,11.56
379,中星城,24.0,1.0,1.0,8.0,14.0,1.0,5.07
380,佑越国际,1.0,0.0,0.0,0.0,0.0,0.0,4.06
381,东吴证券大厦,80.0,16.0,6.0,0.0,41.0,1.0,5.58
382,中国保险大厦,48.0,6.0,3.0,5.0,25.0,0.0,8.52
383,圣爱广场,86.0,2.0,15.0,6.0,29.0,3.0,4.87
384,张江.华鑫慧天地,6.0,0.0,0.0,2.0,5.0,3.0,4.06
385,长宁东朔商务中心,63.0,13.0,4.0,10.0,39.0,0.0,5.07
386,中油大厦,42.0,2.0,0.0,4.0,31.0,2.0,6.08
387,浦东海怡花园,1.0,0.0,0.0,0.0,0.0,0.0,5.07
388,易园,38.0,3.0,5.0,4.0,20.0,1.0,5.07
389,城建大厦,33.0,10.0,0.0,6.0,18.0,1.0,4.39
390,解放大厦,15.0,0.0,6.0,4.0,13.0,0.0,4.36
391,莘东置业大厦,7.0,1.0,3.0,0.0,8.0,0.0,2.33
392,上海人才大厦,0.0,4.0,7.0,8.0,23.0,1.0,3.02
393,英沃工场,103.0,2.0,8.0,8.0,26.0,1.0,5.68
394,万街303,34.0,2.0,2.0,9.0,17.0,1.0,2.74
395,中环国际大厦,26.0,3.0,10.0,2.0,23.0,1.0,3.65
396,新梅华东大酒店,107.0,2.0,6.0,4.0,40.0,1.0,4.06
397,瑞金商务中心,168.0,4.0,1.0,8.0,25.0,2.0,3.95
398,中汇大厦,167.0,12.0,0.0,16.0,73.0,2.0,3.24
399,汇融大厦,41.0,2.0,7.0,6.0,40.0,3.0,4.87
400,凯瑞大厦,1.0,0.0,0.0,0.0,0.0,0.0,5.17
401,长航大厦,58.0,8.0,13.0,0.0,25.0,0.0,4.36
402,海富花园,26.0,0.0,2.0,2.0,17.0,0.0,3.04
403,乾锦创业园,24.0,9.0,10.0,6.0,20.0,0.0,3.65
404,生物大厦,92.0,11.0,2.0,9.0,37.0,0.0,3.55
405,迎龙大厦,83.0,12.0,2.0,9.0,36.0,0.0,3.55
406,华通大厦,63.0,11.0,5.0,8.0,28.0,1.0,3.28
407,尚浦领世,1.0,0.0,3.0,0.0,4.0,2.0,5.58
408,中港汇大厦,52.0,3.0,2.0,5.0,29.0,1.0,6.3
409,8号桥一期,124.0,17.0,4.0,0.0,35.0,1.0,5.07
410,华狮广场,152.0,7.0,7.0,26.0,30.0,1.0,4.01
411,旺旺大厦,0.0,15.0,16.0,14.0,31.0,3.0,6.59
412,建设大厦,193.0,14.0,17.0,9.0,57.0,1.0,5.48
413,浦江科技广场,1.0,0.0,3.0,1.0,4.0,1.0,2.7
414,百汇园,75.0,4.0,16.0,7.0,30.0,3.0,6.08
415,西子国际中心,5.0,14.0,0.0,1.0,11.0,0.0,3.65
416,上海国际商厦,28.0,12.0,11.0,0.0,39.0,1.0,3.55
417,上海电影广场,89.0,3.0,5.0,7.0,21.0,1.0,5.63
418,海兴大厦,144.0,8.0,2.0,14.0,27.0,1.0,3.86
419,绿亮虹梅南路科创园,13.0,0.0,3.0,4.0,23.0,0.0,1.42
420,星荟中心,119.0,3.0,9.0,12.0,63.0,1.0,7.0
421,绿地风尚天地广场,12.0,1.0,3.0,2.0,0.0,1.0,2.96
422,虹桥平安财富中心,22.0,2.0,2.0,3.0,11.0,0.0,4.06
423,交能国际大厦,9.0,0.0,4.0,0.0,8.0,0.0,1.52
424,长久商务中心,55.0,7.0,5.0,6.0,44.0,1.0,3.1
425,运动Loft,18.0,6.0,3.0,2.0,28.0,0.0,3.57
426,张江盛银大厦,1.0,1.0,16.0,2.0,0.0,0.0,4.06
427,印坊创意园,37.0,7.0,1.0,7.0,50.0,1.0,3.55
428,国际广场,46.0,8.0,13.0,12.0,57.0,1.0,4.06
429,创邑socool创意园,5.0,0.0,0.0,1.0,3.0,0.0,6.39
430,莘庄置业大厦,12.0,0.0,1.0,5.0,14.0,1.0,2.43
431,尚品SOHO,12.0,0.0,2.0,3.0,3.0,0.0,2.03
432,上海合生国际广场,28.0,3.0,19.0,5.0,25.0,3.0,5.58
433,汇智大厦,97.0,4.0,3.0,7.0,20.0,0.0,5.07
434,宝矿国际大厦,103.0,6.0,4.0,12.0,22.0,0.0,5.38
435,浦江国际金融广场,26.0,0.0,2.0,5.0,35.0,1.0,6.39
436,天祥大厦,15.0,7.0,0.0,5.0,12.0,0.0,2.84
437,欣龙非织造新材料工业园,1.0,0.0,0.0,1.0,0.0,0.0,1.83
438,颐正大厦,8.0,2.0,0.0,7.0,17.0,1.0,2.64
439,上海国际集团大厦,135.0,13.0,14.0,15.0,41.0,3.0,7.0
440,慧山科技园,0.0,2.0,4.0,2.0,11.0,1.0,3.24
441,福瑞大厦,23.0,1.0,0.0,5.0,0.0,0.0,2.23
442,昌辉大厦,18.0,2.0,1.0,0.0,11.0,0.0,3.04
443,田林园,7.0,1.0,0.0,2.0,8.0,0.0,2.84
444,上海创意联盟产业园,75.0,4.0,16.0,10.0,30.0,3.0,4.26
445,滨江2250,0.0,0.0,0.0,0.0,0.0,0.0,3.3
446,福兴大厦,0.0,8.0,14.0,5.0,27.0,2.0,4.26
447,虹桥世家花园写字楼,40.0,8.0,1.0,7.0,17.0,1.0,2.84
448,绿地风尚天地,12.0,1.0,3.0,2.0,23.0,1.0,3.04
449,钦江园,4.0,2.0,0.0,2.0,18.0,0.0,4.06
450,汇银广场,53.0,5.0,10.0,11.0,28.0,4.0,4.06
451,沪办大厦,48.0,18.0,0.0,2.0,26.0,0.0,2.52
452,蓝天大厦,28.0,4.0,20.0,6.0,28.0,2.0,3.85
453,虹桥良华购物广场,46.0,0.0,0.0,0.0,7.0,0.0,4.15
454,大树下创意园,52.0,2.0,3.0,5.0,0.0,0.0,3.55
455,晓富金融大厦,41.0,0.0,0.0,0.0,3.0,1.0,3.65
456,金钟大厦,93.0,18.0,0.0,3.0,25.0,1.0,5.66
457,天杉•易园,11.0,11.0,4.0,10.0,36.0,0.0,4.87
458,永旭商务中心,8.0,3.0,1.0,2.0,11.0,0.0,3.04
459,百乐门大都会,100.0,20.0,11.0,6.0,32.0,1.0,5.0
460,淮海中华大厦,95.0,3.0,9.0,20.0,30.0,1.0,3.65
461,新意城,10.0,3.0,0.0,3.0,6.0,1.0,4.26
462,中成智谷,11.0,1.0,1.0,2.0,8.0,1.0,1.62
463,绿捷中心大厦,21.0,0.0,8.0,6.0,17.0,0.0,4.06
464,东方国信商务广场,17.0,4.0,5.0,8.0,15.0,1.0,5.07
465,汉中广场,53.0,3.0,7.0,5.0,23.0,1.0,3.07
466,世博宝钢大厦,27.0,0.0,1.0,3.0,25.0,2.0,6.08
467,江山大厦,79.0,3.0,17.0,9.0,28.0,3.0,1.72
468,五洲国际大厦,84.0,5.0,0.0,8.0,21.0,1.0,3.65
469,M50创意园,63.0,2.0,2.0,5.0,21.0,1.0,3.55
470,岛里创新园,4.0,0.0,1.0,0.0,2.0,0.0,2.75
471,空间188,22.0,5.0,10.0,0.0,27.0,1.0,3.33
472,华纳商务中心,9.0,0.0,0.0,1.0,5.0,2.0,4.06
473,八方大厦,2.0,0.0,0.0,20.0,12.0,0.0,3.55
474,永丰国际广场,81.0,4.0,10.0,12.0,28.0,1.0,7.48
475,泰创空间,1.0,0.0,0.0,0.0,0.0,0.0,4.06
476,仲益大厦,122.0,13.0,13.0,20.0,37.0,1.0,5.58
477,新城市中心广场,25.0,5.0,3.0,9.0,24.0,0.0,4.56
478,长江软件园,9.0,1.0,0.0,0.0,16.0,0.0,2.74
479,安垦创意园,43.0,2.0,5.0,0.0,18.0,0.0,5.68
480,新虹桥大厦,19.0,0.0,5.0,10.0,14.0,0.0,4.56
481,越洋国际广场,246.0,20.0,19.0,6.0,83.0,1.0,10.14
482,华林大楼,28.0,6.0,1.0,5.0,16.0,2.0,2.54
483,虹桥临空工贸小区,24.0,3.0,5.0,2.0,24.0,1.0,2.84
484,汤臣国贸大厦,15.0,0.0,0.0,0.0,10.0,1.0,1.52
485,日月光中心,134.0,6.0,0.0,13.0,28.0,1.0,4.06
486,华盛大厦,100.0,13.0,14.0,19.0,50.0,1.0,5.98
487,晨讯科技大楼,0.0,0.0,3.0,2.0,11.0,1.0,3.85
488,港陆黄浦中心,181.0,5.0,19.0,10.0,58.0,1.0,3.4
489,东方慧谷/文化信息产业中心,4.0,0.0,0.0,1.0,7.0,0.0,1.52
490,新富港中心,17.0,3.0,1.0,0.0,10.0,1.0,6.29
491,云都虹桥大厦,23.0,3.0,2.0,4.0,18.0,1.0,3.14
492,尚光徐汇中心,48.0,4.0,0.0,0.0,23.0,2.0,6.06
493,华融国际大厦,70.0,16.0,3.0,9.0,36.0,0.0,3.85
494,长久大厦,0.0,7.0,5.0,6.0,44.0,1.0,2.74
495,宝矿洲际商务中心,71.0,1.0,5.0,5.0,34.0,2.0,6.9
496,高尚领域,25.0,5.0,3.0,6.0,24.0,2.0,2.25
497,青年城9号公馆,22.0,1.0,1.0,0.0,8.0,1.0,2.23
498,上海月星环球港,39.0,0.0,2.0,5.0,27.0,2.0,8.02
499,张江创新园,0.0,0.0,0.0,3.0,6.0,3.0,4.26
500,华夏银行大厦,24.0,4.0,1.0,7.0,24.0,0.0,6.08
501,先锋大厦,27.0,4.0,8.0,1.0,22.0,1.0,3.35
502,东方海港国际大厦,49.0,0.0,2.0,4.0,33.0,1.0,2.02
503,大宁国际广场10号楼,18.0,12.0,3.0,1.0,0.0,1.0,5.78
504,葛洲坝大厦西楼,16.0,0.0,0.0,5.0,8.0,0.0,9.53
505,强生大厦,0.0,23.0,6.0,1.0,19.0,3.0,3.85
506,金环商务花园,0.0,4.0,3.0,2.0,9.0,0.0,3.57
507,鸿运大厦,29.0,0.0,1.0,6.0,17.0,3.0,3.03
508,汇通大厦,55.0,6.0,8.0,25.0,56.0,1.0,3.47
509,智云商务中心,66.0,4.0,8.0,5.0,29.0,0.0,2.22
510,中国人保寿险大厦,34.0,4.0,25.0,9.0,50.0,0.0,6.84
511,上海国峰科技大厦,28.0,0.0,4.0,3.0,25.0,0.0,3.55
512,金融街海伦中心,21.0,6.0,3.0,8.0,42.0,1.0,6.08
513,云海大厦,83.0,19.0,6.0,7.0,24.0,2.0,2.94
514,骏利财富大厦,3.0,3.0,5.0,3.0,18.0,0.0,2.94
515,中友大厦,25.0,9.0,1.0,6.0,25.0,2.0,2.53
516,共和大厦,39.0,5.0,0.0,1.0,28.0,1.0,2.04
517,徐家汇国际,48.0,0.0,16.0,10.0,30.0,3.0,5.88
518,金隆物业大楼,87.0,8.0,2.0,14.0,28.0,1.0,7.48
519,尚街LOFT,25.0,6.0,3.0,6.0,23.0,1.0,4.06
520,月月光伯爵天地,2.0,0.0,0.0,3.0,6.0,0.0,2.53
521,富力虹桥十号,16.0,5.0,3.0,1.0,8.0,0.0,4.06
522,天物空间,1.0,0.0,0.0,0.0,0.0,0.0,6.59
523,增泽世贸大楼,37.0,15.0,2.0,7.0,35.0,1.0,3.05
524,大卫国际大厦,7.0,0.0,2.0,0.0,5.0,0.0,2.43
525,上海国际贸易中心,14.0,0.0,5.0,0.0,15.0,1.0,6.08
526,南苏州路独栋,13.0,3.0,13.0,20.0,30.0,1.0,5.33
527,现代物流大厦,297.0,2.0,0.0,2.0,12.0,0.0,3.45
528,SOHO中山广场,0.0,6.0,12.0,7.0,38.0,1.0,5.5
529,徐汇滨江大厦,1.0,1.0,0.0,0.0,3.0,2.0,5.58
530,上置金融大厦,65.0,5.0,2.0,5.0,37.0,1.0,5.88
531,仁恒广场大厦,20.0,1.0,1.0,1.0,17.0,1.0,2.18
532,金峰大厦,9.0,2.0,6.0,8.0,12.0,2.0,3.06
533,静安中华大厦,53.0,17.0,12.0,6.0,45.0,1.0,6.08
534,兴园373号,17.0,0.0,10.0,0.0,0.0,1.0,3.55
535,永新广场,26.0,5.0,17.0,17.0,54.0,1.0,8.11
536,中信大厦,0.0,0.0,3.0,5.0,5.0,1.0,5.93
537,制造局创意园一期,6.0,6.0,0.0,2.0,13.0,1.0,4.66
538,盛创企业家园,5.0,0.0,0.0,0.0,0.0,0.0,1.62
539,彭浦科技园,5.0,1.0,3.0,3.0,9.0,0.0,2.84
540,乐业天地创意园,3.0,1.0,0.0,3.0,7.0,1.0,3.3
541,强生营运大楼,8.0,5.0,2.0,9.0,0.0,0.0,4.06
542,北美广场,21.0,10.0,1.0,11.0,35.0,1.0,5.07
543,中友中谊大厦,6.0,9.0,1.0,6.0,25.0,2.0,2.43
544,中核浦原科技园,15.0,0.0,0.0,2.0,12.0,1.0,4.74
545,智苑创意园,39.0,2.0,3.0,3.0,25.0,0.0,3.47
546,产业大楼园,2.0,0.0,0.0,1.0,4.0,0.0,1.62
547,钱江商务大厦,14.0,2.0,3.0,3.0,7.0,0.0,3.35
548,飞乐大厦二期,3.0,0.0,1.0,3.0,6.0,0.0,3.55
549,齐来大厦,2.0,2.0,0.0,6.0,7.0,0.0,3.55
550,苏河汇,26.0,2.0,6.0,3.0,20.0,2.0,3.85
551,北大二期孵化器大楼,1.0,0.0,0.0,0.0,0.0,0.0,3.85
552,三九商务楼,13.0,0.0,1.0,5.0,18.0,1.0,3.21
553,海泰时代大厦,57.0,13.0,16.0,10.0,66.0,1.0,2.54
554,凌空SOHO,4.0,0.0,3.0,1.0,5.0,0.0,4.07
555,上海国际汽车城产业创新园,14.0,3.0,3.0,0.0,26.0,0.0,1.83
556,中金国际广场C座,63.0,4.0,15.0,9.0,26.0,2.0,4.17
557,新思大厦,3.0,5.0,0.0,3.0,9.0,1.0,3.55
558,世和中心,2.0,0.0,2.0,0.0,2.0,0.0,4.26
559,新明KIDMALL,12.0,3.0,5.0,2.0,23.0,0.0,2.03
560,光启文化广场,59.0,2.0,5.0,5.0,22.0,2.0,5.06
561,南洋1931,70.0,2.0,8.0,8.0,26.0,1.0,4.36
562,电科滨江中心,18.0,8.0,2.0,14.0,28.0,1.0,5.21
563,凯德星贸中心,13.0,0.0,1.0,0.0,11.0,1.0,7.1
564,零号湾,3.0,0.0,0.0,1.0,4.0,1.0,1.83
565,联合大厦,13.0,1.0,6.0,4.0,30.0,3.0,2.84
566,欧银中心,11.0,3.0,2.0,1.0,15.0,0.0,4.06
567,中科招商.国际财富中心,5.0,1.0,1.0,3.0,35.0,1.0,7.1
568,绿地北郊广场,4.0,0.0,1.0,4.0,5.0,0.0,1.66
569,海东大厦,1.0,0.0,0.0,20.0,12.0,0.0,4.6
570,财富108广场,8.0,0.0,0.0,5.0,9.0,1.0,3.65
571,江苏大厦,44.0,8.0,7.0,4.0,22.0,1.0,4.72
572,坤阳国际商务广场,56.0,1.0,1.0,8.0,23.0,1.0,4.06
573,都市总部大楼,0.0,1.0,19.0,20.0,47.0,2.0,5.07
574,莲谷产业园,12.0,0.0,3.0,4.0,23.0,0.0,1.63
575,福申大厦,159.0,12.0,0.0,18.0,0.0,3.0,2.99
576,优房创意园,17.0,2.0,3.0,5.0,25.0,0.0,3.24
577,伍佰视觉园,48.0,4.0,9.0,7.0,30.0,3.0,4.06
578,上海晶碧产业园,0.0,0.0,3.0,4.0,23.0,2.0,1.52
579,上海出版大楼,19.0,1.0,3.0,9.0,12.0,0.0,2.89
580,兆丰大厦,40.0,5.0,4.0,4.0,25.0,2.0,2.33
581,五角丰达,22.0,2.0,16.0,4.0,20.0,1.0,3.75
582,上海阿波罗大厦,77.0,6.0,0.0,7.0,25.0,1.0,6.33
583,上海期货大厦,1.0,0.0,0.0,0.0,0.0,0.0,5.68
584,漕河泾国际商务中心,5.0,1.0,0.0,6.0,11.0,0.0,4.56
585,永盛商务楼1号楼,0.0,11.0,3.0,9.0,24.0,0.0,2.03
586,上海望族城大厦,21.0,11.0,2.0,1.0,17.0,1.0,3.04
587,华旭国际大厦,125.0,5.0,20.0,17.0,58.0,1.0,8.11
588,开天大厦,6.0,2.0,0.0,3.0,0.0,0.0,1.72
589,我格广场,29.0,3.0,3.0,4.0,30.0,0.0,4.56
590,马陆商务楼9号楼、7号楼,12.0,3.0,5.0,4.0,23.0,0.0,1.42
591,星展银行大厦,6.0,0.0,0.0,4.0,11.0,1.0,10.14
592,1876老站创意园,13.0,0.0,0.0,1.0,28.0,1.0,3.35
593,鲁能国际大厦,52.0,4.0,2.0,10.0,41.0,0.0,6.59
594,嘉里不夜城二期,0.0,3.0,5.0,5.0,37.0,2.0,3.24
595,创企天地产业园,0.0,0.0,0.0,1.0,1.0,0.0,3.85
596,虹钦园,3.0,2.0,0.0,1.0,7.0,0.0,3.19
597,中丝亚太商厦,175.0,16.0,30.0,11.0,78.0,2.0,3.11
598,嘉发大厦,57.0,12.0,16.0,16.0,42.0,3.0,3.04
599,大沽映像创意园,60.0,3.0,13.0,20.0,30.0,1.0,6.59
600,玉城宝都大厦,45.0,9.0,3.0,3.0,29.0,2.0,3.35
601,凯阳大厦,25.0,3.0,5.0,4.0,20.0,1.0,2.84
602,幸福码头时尚创意园,14.0,5.0,9.0,3.0,13.0,1.0,4.26
603,豪威科技园,1.0,0.0,0.0,0.0,0.0,0.0,3.55
604,城市新汇,3.0,8.0,1.0,1.0,17.0,1.0,3.28
605,红星世贸大厦,6.0,2.0,0.0,3.0,19.0,0.0,3.08
606,福克斯连锁商务大厦,6.0,1.0,0.0,1.0,2.0,0.0,1.93
607,凯润商务楼,24.0,11.0,14.0,5.0,43.0,1.0,2.84
608,歆翱国际商务园,1.0,0.0,0.0,3.0,1.0,0.0,1.52
609,IF如果文化创意产业园,46.0,7.0,4.0,4.0,20.0,1.0,2.84
610,尚秀商务楼,52.0,5.0,0.0,5.0,21.0,1.0,3.14
611,恒润大厦,0.0,0.0,0.0,0.0,2.0,0.0,2.84
612,财富时代大厦,51.0,8.0,5.0,1.0,32.0,2.0,4.56
613,圣骊创意园,11.0,13.0,4.0,1.0,39.0,1.0,3.04
614,汉桥文化科技园,17.0,1.0,0.0,0.0,12.0,0.0,2.03
615,上海光大会展中心,23.0,8.0,3.0,9.0,22.0,0.0,3.04
616,大华虎城第三空间,11.0,3.0,4.0,12.0,17.0,1.0,3.06
617,富荟商业广场（写字楼）,1.0,0.0,0.0,12.0,12.0,0.0,7.15
618,界龙总部园,6.0,2.0,3.0,7.0,6.0,1.0,5.07
619,歆翱商务大厦,9.0,0.0,0.0,0.0,6.0,0.0,2.53
620,数娱大厦,48.0,4.0,16.0,10.0,30.0,3.0,3.94
621,恒隆广场,76.0,14.0,22.0,12.0,36.0,0.0,10.14
622,凯迪金融大厦,24.0,3.0,18.0,4.0,27.0,3.0,3.95
623,8号桥二期,45.0,27.0,5.0,0.0,38.0,0.0,5.78
624,莘乔商务楼,7.0,2.0,3.0,2.0,11.0,0.0,2.03
625,科投大厦,116.0,9.0,3.0,3.0,20.0,1.0,3.55
626,日月光中心伯爵居,100.0,9.0,0.0,8.0,30.0,1.0,6.08
627,虹桥汇,0.0,0.0,0.0,0.0,4.0,0.0,5.58
628,城建国际中心,22.0,0.0,1.0,6.0,25.0,2.0,7.61
629,上海汇力得电子商务产业园,20.0,8.0,9.0,6.0,28.0,0.0,1.83
