,name,hotel,hospital,mall,park1500,store,underground,rent
630,文通-财富国际,38.0,3.0,2.0,7.0,15.0,1.0,5.07
631,虹桥三湘广场,0.0,0.0,3.0,0.0,5.0,0.0,4.06
632,枫林国际大厦,51.0,10.0,1.0,5.0,25.0,1.0,5.0
633,九安广场,66.0,24.0,9.0,7.0,31.0,1.0,4.97
634,尼克大楼,6.0,0.0,0.0,1.0,7.0,0.0,4.26
635,天安万科御河企业公馆,0.0,0.0,1.0,0.0,2.0,0.0,3.04
636,西岸创意园区,20.0,10.0,3.0,3.0,26.0,2.0,4.06
637,嘉誉国际广场,1.0,0.0,1.0,2.0,1.0,0.0,4.77
638,静安晶品中心,54.0,0.0,15.0,6.0,42.0,1.0,8.77
639,新桥商务中心,0.0,1.0,2.0,2.0,0.0,2.0,3.65
640,安信财富中心,4.0,0.0,5.0,2.0,5.0,0.0,3.04
641,盛源恒华大厦,36.0,4.0,3.0,7.0,18.0,2.0,5.07
642,三迪曼哈顿,4.0,0.0,1.0,0.0,6.0,0.0,1.2
643,上海展览中心,98.0,8.0,20.0,9.0,36.0,1.0,5.07
644,大上海时代广场,36.0,7.0,23.0,27.0,40.0,3.0,8.11
645,平盛大厦,0.0,3.0,17.0,3.0,24.0,1.0,3.04
646,源达大厦,51.0,9.0,3.0,4.0,37.0,1.0,4.06
647,企业天地,44.0,13.0,16.0,27.0,25.0,2.0,10.14
648,家化金融大厦,68.0,4.0,0.0,5.0,60.0,0.0,3.04
649,华宏商务中心,3.0,1.0,0.0,8.0,5.0,0.0,4.06
650,大华银行大厦,19.0,1.0,0.0,5.0,16.0,0.0,9.63
651,旭辉世纪广场,2.0,1.0,2.0,2.0,5.0,0.0,3.04
652,美林创意园,17.0,1.0,2.0,0.0,11.0,0.0,2.33
653,永达国际大厦,3.0,0.0,2.0,12.0,6.0,2.0,7.1
654,高阳商务中心,8.0,1.0,2.0,4.0,26.0,1.0,2.64
655,海上硕和城,7.0,3.0,2.0,6.0,16.0,1.0,2.84
656,滨江国际广场,1.0,1.0,0.0,2.0,13.0,0.0,5.07
657,东方纯一,1.0,0.0,0.0,0.0,0.0,0.0,7.1
658,中骏广场,13.0,0.0,1.0,0.0,4.0,0.0,4.06
659,中华企业大厦,62.0,20.0,11.0,6.0,32.0,1.0,6.13
660,海高大厦,70.0,4.0,4.0,8.0,27.0,0.0,3.35
661,汤泉国际,3.0,1.0,1.0,2.0,4.0,0.0,4.06
662,荣振大厦,17.0,1.0,10.0,1.0,27.0,1.0,2.74
663,外高桥复旦科技园创新中心,12.0,2.0,3.0,0.0,14.0,0.0,2.84
664,聚鑫金桥园,22.0,0.0,0.0,0.0,7.0,0.0,2.64
665,建韬企业广场,16.0,3.0,5.0,2.0,24.0,1.0,3.55
666,绿洲中环中心,17.0,1.0,6.0,2.0,18.0,1.0,4.1
667,临空经济园区,0.0,1.0,3.0,1.0,7.0,0.0,3.04
668,福克斯(中谊)商务大厦,23.0,1.0,0.0,2.0,28.0,1.0,1.93
669,凯鸿广场,24.0,11.0,14.0,7.0,42.0,0.0,3.96
670,海尚杰座南楼,8.0,4.0,1.0,8.0,20.0,1.0,3.33
671,龙湖新壹城,13.0,0.0,1.0,1.0,2.0,1.0,1.03
672,老码头创意园,0.0,0.0,2.0,2.0,8.0,0.0,5.07
673,钱江大厦,32.0,1.0,1.0,1.0,27.0,2.0,5.07
674,漕河泾凤凰园,14.0,4.0,0.0,5.0,9.0,1.0,3.55
675,香港新世界大厦,45.0,11.0,15.0,26.0,27.0,2.0,8.11
676,洲际中心,57.0,1.0,6.0,5.0,34.0,2.0,6.9
677,星峰企业园,0.0,1.0,1.0,2.0,1.0,0.0,4.87
678,耀江国际大厦,25.0,3.0,4.0,14.0,0.0,1.0,3.85
679,锦程大厦,24.0,1.0,3.0,5.0,32.0,0.0,2.84
680,佳源名人公寓,4.0,0.0,0.0,0.0,0.0,0.0,1.26
681,凌阳大楼,1.0,0.0,0.0,0.0,0.0,0.0,4.16
682,南翔现代企业园,0.0,0.0,0.0,0.0,0.0,0.0,1.66
683,中环科技园,0.0,1.0,2.0,0.0,4.0,0.0,2.33
684,创洁科技园,3.0,0.0,0.0,2.0,4.0,0.0,3.55
685,新建大厦,44.0,8.0,5.0,5.0,24.0,0.0,4.36
686,东方汇经OFC,18.0,2.0,6.0,9.0,12.0,0.0,10.14
687,中山国际广场,7.0,3.0,1.0,0.0,11.0,1.0,4.06
688,长春藤运通大厦,75.0,9.0,16.0,17.0,33.0,3.0,3.33
689,华京商务大厦,14.0,10.0,2.0,1.0,14.0,0.0,3.85
690,世界广场,54.0,3.0,8.0,5.0,21.0,2.0,6.08
691,1929 OFFICE SPACE,22.0,12.0,15.0,7.0,39.0,1.0,4.29
692,嘉利大厦,52.0,10.0,1.0,9.0,33.0,0.0,2.84
693,新城控股大厦,9.0,0.0,1.0,7.0,9.0,1.0,4.66
694,银桥大厦,16.0,0.0,1.0,1.0,11.0,1.0,2.03
695,五维空间创意产业园,7.0,2.0,1.0,3.0,11.0,0.0,2.29
696,东渡国际家庭广场,2.0,4.0,2.0,4.0,5.0,0.0,4.29
697,虹桥国际大厦,31.0,0.0,0.0,11.0,26.0,0.0,2.84
698,富都大厦,12.0,2.0,0.0,10.0,18.0,1.0,3.91
699,麦可将园区,15.0,9.0,4.0,3.0,29.0,0.0,2.33
700,浙大网新科技园,5.0,0.0,2.0,1.0,3.0,1.0,5.07
701,江桥新世界生活广场三期,4.0,0.0,4.0,1.0,17.0,0.0,2.03
702,新发展大厦,52.0,2.0,7.0,5.0,35.0,2.0,4.06
703,银亿滨江中心,22.0,4.0,4.0,2.0,22.0,1.0,4.06
704,新时空国际商务广场,66.0,11.0,7.0,8.0,35.0,1.0,3.55
705,华大科技园,2.0,1.0,0.0,6.0,13.0,2.0,4.26
706,桂箐园,3.0,2.0,0.0,1.0,10.0,0.0,2.84
707,国际港务大厦,22.0,2.0,4.0,7.0,31.0,1.0,5.07
708,兴迪商务大厦,6.0,2.0,0.0,2.0,3.0,0.0,3.55
709,上海理工大学科技园,10.0,0.0,0.0,2.0,7.0,0.0,2.25
710,东方渔人码头,3.0,2.0,0.0,3.0,23.0,0.0,5.48
711,欧莱雅商务中心,2.0,0.0,0.0,2.0,4.0,0.0,3.04
712,兰生大厦,39.0,7.0,20.0,27.0,49.0,1.0,6.9
713,老洋行1913,24.0,12.0,4.0,8.0,46.0,1.0,3.85
714,南证大厦,72.0,13.0,13.0,20.0,37.0,1.0,6.27
715,上海海航大厦,1.0,0.0,0.0,0.0,0.0,0.0,9.13
716,森宏旗臻,3.0,4.0,3.0,2.0,5.0,1.0,2.28
717,万达商业广场,25.0,4.0,21.0,3.0,29.0,3.0,3.95
718,北虹桥绿地新都会,11.0,0.0,4.0,0.0,13.0,0.0,3.35
719,腾飞莲花,1.0,0.0,0.0,0.0,0.0,0.0,4.06
720,宏慧盟智廊,40.0,10.0,1.0,11.0,34.0,2.0,5.07
721,金融街静安中心,40.0,5.0,8.0,4.0,30.0,0.0,8.23
722,金陵大厦,46.0,7.0,6.0,27.0,27.0,2.0,3.47
723,华生创谷产业园,2.0,0.0,0.0,1.0,2.0,0.0,2.23
724,文渊楼,10.0,0.0,0.0,1.0,8.0,1.0,3.04
725,铭光商务楼,46.0,12.0,3.0,10.0,40.0,0.0,4.06
726,上海投资组合中心大厦,24.0,11.0,19.0,7.0,50.0,1.0,4.82
727,星云经济区,3.0,5.0,0.0,1.0,5.0,0.0,1.83
728,宝龙大厦,0.0,3.0,21.0,12.0,72.0,1.0,7.71
729,嘉地中心,106.0,6.0,17.0,9.0,39.0,2.0,8.11
730,滨江大厦,38.0,0.0,1.0,2.0,8.0,0.0,5.58
731,光明总部大厦,20.0,6.0,2.0,2.0,15.0,1.0,4.87
732,港务大厦,5.0,0.0,4.0,11.0,10.0,0.0,5.58
733,和源大楼,29.0,5.0,3.0,1.0,37.0,1.0,3.85
734,保利绿地,0.0,3.0,2.0,7.0,15.0,1.0,5.95
735,创智坊,16.0,2.0,6.0,2.0,15.0,0.0,3.85
736,汇宝中心,1.0,0.0,0.0,0.0,0.0,0.0,2.92
737,金延大楼,23.0,0.0,18.0,11.0,34.0,0.0,10.14
738,金峰世纪大厦,40.0,5.0,8.0,4.0,30.0,0.0,4.06
739,大宁易园,0.0,0.0,0.0,0.0,0.0,0.0,3.94
740,七宝宝龙城,4.0,0.0,3.0,0.0,20.0,1.0,3.85
741,徐家汇独栋花园办公楼,48.0,4.0,16.0,10.0,30.0,3.0,5.88
742,中金国际广场B座,63.0,4.0,15.0,9.0,26.0,2.0,6.59
743,长宁时代大厦,40.0,13.0,1.0,12.0,21.0,1.0,2.64
744,WE国际文化创意中心（静安）,60.0,6.0,10.0,6.0,34.0,1.0,7.62
745,中期大厦,31.0,2.0,4.0,6.0,25.0,1.0,3.33
746,振安广场,45.0,0.0,6.0,11.0,6.0,1.0,2.94
747,招商局上海中心,1.0,0.0,0.0,5.0,4.0,1.0,6.08
748,绿地创客,22.0,12.0,15.0,7.0,39.0,1.0,4.06
749,新纪元国际广场,16.0,6.0,6.0,8.0,24.0,0.0,2.84
750,汾阳路3号,95.0,23.0,10.0,15.0,37.0,2.0,7.1
751,仲盛金融中心,20.0,1.0,4.0,8.0,23.0,0.0,3.65
752,华联发展大厦,22.0,13.0,1.0,7.0,21.0,1.0,3.65
753,嘉汇大厦,77.0,5.0,10.0,10.0,26.0,1.0,3.33
754,伟泰大厦,8.0,0.0,0.0,6.0,18.0,2.0,3.04
755,宝莲城,4.0,2.0,2.0,1.0,3.0,0.0,2.84
756,一方中心,25.0,3.0,4.0,14.0,48.0,1.0,7.1
757,世纪商贸广场,88.0,31.0,4.0,8.0,28.0,1.0,8.72
758,浦江知地,0.0,0.0,0.0,0.0,0.0,0.0,1.52
759,国家开发银行大厦,8.0,6.0,3.0,5.0,25.0,1.0,7.61
760,环球广场,0.0,4.0,0.0,3.0,5.0,0.0,3.04
761,国创中心,1.0,0.0,0.0,0.0,0.0,0.0,3.55
762,东旅大厦,7.0,2.0,1.0,2.0,30.0,0.0,4.06
763,徐汇苑大厦,7.0,2.0,1.0,2.0,12.0,4.0,5.88
764,高优商务中心,6.0,5.0,0.0,4.0,11.0,2.0,4.56
765,众原国际大厦,1.0,0.0,0.0,0.0,2.0,0.0,1.52
766,东云街1号,5.0,0.0,1.0,3.0,5.0,0.0,1.52
767,上海谊莱创意园,39.0,0.0,3.0,5.0,25.0,0.0,2.74
768,海博大楼,6.0,0.0,1.0,3.0,14.0,1.0,3.04
769,碧云公馆,6.0,0.0,1.0,1.0,8.0,1.0,2.23
770,张江智创,5.0,0.0,0.0,0.0,5.0,3.0,4.06
771,同盛大厦,23.0,0.0,0.0,6.0,22.0,2.0,6.08
772,均瑶国际广场,54.0,14.0,0.0,7.0,25.0,1.0,4.87
773,恒基不夜城广场,43.0,1.0,1.0,6.0,23.0,0.0,2.84
774,台尚创意园,1.0,2.0,0.0,3.0,12.0,0.0,3.35
775,嘉华中心,20.0,24.0,0.0,21.0,29.0,1.0,8.11
776,长风国际大厦,2.0,1.0,1.0,8.0,4.0,0.0,3.85
777,城开中心,8.0,0.0,5.0,4.0,14.0,1.0,4.56
778,达人湾创智广场,38.0,3.0,1.0,1.0,28.0,1.0,2.53
779,汇嘉大厦,57.0,2.0,9.0,6.0,23.0,3.0,3.24
780,玛伊莎,6.0,2.0,0.0,3.0,6.0,0.0,1.01
781,森兰国际,1.0,0.0,3.0,1.0,3.0,1.0,2.03
782,上海国际设计中心,10.0,0.0,0.0,6.0,10.0,0.0,3.85
783,嘉立国际广场,36.0,0.0,0.0,0.0,6.0,0.0,1.37
784,虹桥电子时代广场,32.0,9.0,12.0,12.0,32.0,1.0,2.33
785,天宝华庭,15.0,3.0,4.0,7.0,33.0,1.0,3.04
786,越界智慧谷,21.0,7.0,1.0,6.0,27.0,2.0,3.24
787,时亦商务大厦,8.0,0.0,1.0,0.0,3.0,0.0,1.62
788,徐航大厦,48.0,4.0,16.0,7.0,30.0,3.0,6.08
789,嘉里不夜城,71.0,3.0,6.0,5.0,37.0,2.0,4.06
790,隆宇国际商务广场,59.0,4.0,7.0,5.0,35.0,1.0,5.88
791,申鑫大厦,116.0,0.0,13.0,17.0,70.0,1.0,2.84
792,金嘉商务广场,3.0,0.0,1.0,3.0,4.0,0.0,1.52
793,漕河泾开发区科产楼C楼,16.0,3.0,0.0,5.0,13.0,1.0,3.95
794,1933老场坊,22.0,12.0,0.0,8.0,48.0,0.0,3.85
795,昭化德必易园,46.0,12.0,3.0,7.0,40.0,0.0,5.58
796,宝纳大厦,14.0,5.0,5.0,1.0,12.0,0.0,3.24
797,莲花国际广场,8.0,0.0,7.0,0.0,12.0,1.0,4.06
798,华联创意广场,36.0,4.0,9.0,3.0,26.0,2.0,3.45
799,陆家嘴钻石大厦,12.0,2.0,6.0,10.0,18.0,1.0,7.71
800,万科2049创意汇,5.0,9.0,3.0,6.0,26.0,1.0,4.06
801,金昌商务中心,11.0,2.0,2.0,5.0,27.0,1.0,3.24
802,畅星大厦,6.0,0.0,1.0,2.0,3.0,0.0,4.66
803,恒汇国际大厦,22.0,1.0,4.0,3.0,34.0,1.0,5.05
804,绿地能源大厦,31.0,4.0,0.0,2.0,27.0,3.0,3.04
805,盛世莲花广场,22.0,3.0,1.0,1.0,16.0,0.0,3.55
806,联通大厦,60.0,10.0,6.0,6.0,23.0,1.0,4.87
807,阳光科技大厦,56.0,8.0,1.0,5.0,36.0,1.0,3.45
808,闵行高科技园,8.0,2.0,0.0,3.0,6.0,1.0,4.43
809,SOHO东海广场,66.0,24.0,17.0,4.0,32.0,1.0,7.3
810,虹桥南丰城,29.0,4.0,0.0,5.0,28.0,1.0,5.88
811,联合滨江大厦,13.0,3.0,3.0,0.0,28.0,1.0,1.56
812,金茂大厦,8.0,2.0,0.0,3.0,15.0,1.0,9.94
813,中房长治大楼,38.0,4.0,2.0,6.0,37.0,2.0,3.82
814,怡虹科技园,4.0,2.0,1.0,0.0,6.0,0.0,3.24
815,源深商务楼,12.0,2.0,6.0,10.0,18.0,1.0,5.37
816,闵欣大厦,1.0,0.0,0.0,0.0,5.0,0.0,2.43
817,置汇谷,17.0,5.0,10.0,1.0,27.0,1.0,4.06
818,新茂大厦,52.0,12.0,15.0,15.0,20.0,2.0,9.94
819,外滩8号,20.0,3.0,6.0,5.0,34.0,0.0,9.63
820,丽都大厦,22.0,18.0,1.0,7.0,18.0,2.0,3.04
821,建工大唐国际大厦,1.0,0.0,0.0,20.0,12.0,0.0,8.27
822,大虹桥国际中心,2.0,0.0,0.0,1.0,4.0,0.0,4.56
823,博济上海智汇园,5.0,1.0,0.0,3.0,10.0,1.0,2.33
824,辽油大厦,51.0,11.0,4.0,10.0,36.0,0.0,3.14
825,海上海,8.0,2.0,4.0,11.0,34.0,0.0,3.85
826,宝鼎大厦,73.0,6.0,2.0,12.0,34.0,1.0,3.55
827,长泰企业天地,13.0,0.0,1.0,2.0,12.0,1.0,4.26
828,金谷中环大厦,1.0,0.0,0.0,2.0,3.0,0.0,4.07
829,Build550,42.0,7.0,4.0,5.0,29.0,0.0,12.05
830,世博园C06板块,76.0,15.0,11.0,26.0,38.0,3.0,4.87
831,佳都大厦,25.0,3.0,5.0,4.0,0.0,1.0,3.04
832,金蝶软件园,4.0,0.0,1.0,0.0,3.0,0.0,3.55
833,上海漕河泾松江高科技,84.0,0.0,6.0,0.0,50.0,0.0,1.52
834,万众大厦,56.0,14.0,3.0,0.0,43.0,0.0,4.16
835,展讯中心,7.0,1.0,1.0,2.0,2.0,0.0,4.72
836,世纪商务大厦,49.0,7.0,5.0,3.0,28.0,2.0,3.04
837,互联宝地,6.0,0.0,0.0,7.0,21.0,2.0,3.85
838,北岸长风,0.0,1.0,1.0,8.0,8.0,0.0,3.9
839,上海利通广场,7.0,13.0,19.0,10.0,59.0,1.0,5.58
840,近铁虹桥中心,15.0,3.0,3.0,2.0,8.0,0.0,4.57
841,汇京国际广场,26.0,49.0,2.0,6.0,27.0,2.0,6.13
842,金轩大厦,71.0,4.0,5.0,5.0,24.0,1.0,3.35
843,致永大厦,0.0,0.0,0.0,0.0,3.0,0.0,1.32
844,华润时代广场,4.0,6.0,0.0,6.0,26.0,1.0,7.61
845,华富大厦,8.0,3.0,0.0,4.0,13.0,4.0,1.33
846,中天大厦,19.0,5.0,3.0,12.0,21.0,1.0,4.06
847,南方国际广场,8.0,0.0,6.0,2.0,7.0,0.0,2.23
848,宝安大厦,44.0,8.0,0.0,4.0,21.0,1.0,5.07
849,万象城,6.0,2.0,2.0,1.0,18.0,1.0,6.63
850,英雄大厦,21.0,2.0,4.0,7.0,20.0,1.0,2.84
851,信源张江广场,0.0,1.0,0.0,1.0,3.0,0.0,3.75
852,东辰大厦,30.0,1.0,0.0,9.0,11.0,0.0,3.24
853,陆家嘴基金大厦,4.0,0.0,0.0,6.0,19.0,2.0,7.91
854,中铝大厦,0.0,0.0,0.0,6.0,2.0,1.0,6.08
855,开开大厦,41.0,4.0,8.0,2.0,27.0,2.0,3.66
856,复旦科技园大厦,12.0,0.0,0.0,6.0,11.0,1.0,3.55
857,华晔创意园,17.0,0.0,2.0,4.0,17.0,1.0,4.06
858,中外运大厦,169.0,13.0,25.0,12.0,89.0,1.0,5.07
859,红墙创意园,13.0,2.0,3.0,1.0,17.0,0.0,3.24
860,新宝中心,11.0,0.0,0.0,1.0,5.0,0.0,2.64
861,中国华电,3.0,0.0,1.0,6.0,8.0,1.0,6.08
862,陆家嘴金融街区,1.0,0.0,0.0,20.0,12.0,0.0,8.11
863,中航天盛广场,9.0,3.0,1.0,0.0,7.0,2.0,5.58
864,凯兴大楼,6.0,0.0,1.0,0.0,10.0,0.0,1.32
865,龙湖虹桥天街,1.0,0.0,3.0,0.0,5.0,0.0,4.06
866,裕景国际大厦,54.0,4.0,0.0,2.0,28.0,2.0,5.58
867,上海意大利中心,0.0,0.0,0.0,5.0,1.0,0.0,4.56
868,智汇产业园,29.0,9.0,3.0,9.0,26.0,1.0,3.55
869,中冶祥腾城市广场·菁英逸品,0.0,1.0,4.0,6.0,3.0,2.0,2.44
870,东泰大厦,70.0,5.0,3.0,6.0,74.0,0.0,2.84
871,宝华・城立方,22.0,12.0,0.0,7.0,39.0,1.0,4.59
872,新梅大厦,75.0,4.0,3.0,5.0,25.0,0.0,3.04
873,宝山创意码头,1.0,0.0,0.0,0.0,3.0,0.0,1.62
874,蕾特商务中心,4.0,10.0,0.0,0.0,1.0,0.0,1.65
875,宝地广场,6.0,11.0,2.0,12.0,42.0,1.0,5.88
876,虹桥V1,14.0,4.0,5.0,8.0,15.0,1.0,4.06
877,瑞安广场,43.0,14.0,6.0,27.0,24.0,2.0,8.11
878,一天下大厦,19.0,3.0,0.0,7.0,16.0,1.0,3.19
879,华祺大厦,53.0,23.0,5.0,5.0,44.0,1.0,4.82
880,埃力生轻工国际大厦,24.0,1.0,2.0,13.0,33.0,1.0,2.54
881,惠生中心,1.0,0.0,0.0,0.0,0.0,0.0,4.56
882,渊德商务楼,0.0,2.0,0.0,0.0,3.0,0.0,2.03
883,远中科研大楼,0.0,2.0,0.0,3.0,0.0,1.0,3.35
884,e通世界商务园五区,0.0,0.0,0.0,0.0,1.0,0.0,1.83
885,金桥数研基地,4.0,0.0,0.0,1.0,1.0,0.0,2.43
886,凯德龙之梦,22.0,9.0,10.0,6.0,0.0,0.0,4.56
887,陆家嘴软件园,12.0,2.0,3.0,10.0,18.0,1.0,5.58
888,鸿祥大厦,74.0,8.0,19.0,10.0,50.0,1.0,3.04
889,广发大厦,87.0,8.0,0.0,14.0,28.0,1.0,9.16
890,E仓创意中心,48.0,10.0,5.0,6.0,26.0,2.0,3.65
891,胜富仁大厦,9.0,2.0,7.0,4.0,13.0,1.0,4.06
892,老四行创意园区,47.0,2.0,2.0,5.0,21.0,1.0,4.06
893,乐平方,3.0,3.0,2.0,5.0,8.0,0.0,3.75
894,凯利大厦,30.0,51.0,1.0,9.0,78.0,1.0,3.85
895,爱美高大厦,21.0,20.0,6.0,6.0,25.0,2.0,8.11
896,50智慧产业科技园,22.0,0.0,2.0,6.0,22.0,0.0,1.93
897,永华大厦,46.0,6.0,0.0,4.0,29.0,2.0,5.68
898,凤凰商务中心,27.0,47.0,2.0,7.0,23.0,2.0,3.17
899,申亚金融广场,56.0,14.0,1.0,6.0,27.0,0.0,3.95
900,上海招商局广场,12.0,12.0,12.0,27.0,28.0,0.0,5.48
901,静安新业坊,0.0,0.0,0.0,0.0,0.0,0.0,4.15
902,张江·矽岸国际,0.0,1.0,1.0,0.0,4.0,0.0,4.56
903,中福世福汇,134.0,13.0,20.0,15.0,77.0,2.0,5.67
904,神州数码科技大厦,16.0,3.0,5.0,1.0,24.0,1.0,4.06
905,建工大厦,28.0,0.0,1.0,8.0,17.0,2.0,3.85
906,华鑫天地,0.0,0.0,1.0,6.0,6.0,0.0,4.56
907,凤阳路659号,59.0,13.0,16.0,16.0,42.0,4.0,5.07
908,绿地伯顿大厦,6.0,2.0,0.0,3.0,6.0,0.0,1.72
909,金龙大厦,25.0,3.0,5.0,4.0,20.0,1.0,2.74
910,齐鲁大厦,42.0,9.0,3.0,0.0,22.0,1.0,6.39
911,康建商务广场,5.0,0.0,1.0,1.0,9.0,2.0,2.53
912,诺诚M7创意园,6.0,4.0,1.0,2.0,12.0,0.0,2.64
913,同乐坊,33.0,8.0,2.0,4.0,31.0,2.0,5.07
914,贝岭技术研发中心,3.0,3.0,1.0,2.0,8.0,0.0,3.85
915,慧峰商务大厦,1.0,0.0,0.0,0.0,2.0,0.0,2.03
916,广东发展银行大厦,59.0,7.0,0.0,16.0,29.0,3.0,5.57
917,卓维700,58.0,9.0,6.0,16.0,62.0,2.0,6.08
918,杰地大厦,33.0,0.0,6.0,6.0,33.0,3.0,3.92
919,漕河泾写字楼,7.0,9.0,3.0,9.0,26.0,1.0,3.24
920,海伦国际,34.0,15.0,10.0,6.0,39.0,1.0,2.88
921,比乐创意办公空间,1.0,0.0,0.0,0.0,0.0,0.0,3.01
922,滨江万科中心,5.0,1.0,0.0,2.0,6.0,0.0,6.08
923,致远大厦,39.0,6.0,1.0,6.0,29.0,3.0,3.5
924,金桥大厦,21.0,1.0,6.0,4.0,22.0,0.0,2.64
925,春秋国际大厦,6.0,11.0,0.0,12.0,26.0,0.0,5.07
926,长海商务楼,21.0,0.0,3.0,0.0,26.0,0.0,3.38
927,协泰中心,11.0,1.0,0.0,7.0,22.0,0.0,4.56
928,上海物资大厦,96.0,6.0,22.0,10.0,68.0,0.0,2.7
929,华普科技大厦,34.0,6.0,2.0,4.0,19.0,1.0,3.04
930,上海漕河泾实业大厦,10.0,17.0,2.0,5.0,0.0,1.0,3.8
931,嘉汇国际广场,73.0,4.0,3.0,8.0,25.0,1.0,2.71
932,渡口空间,3.0,4.0,1.0,3.0,6.0,1.0,6.9
933,蓝宝石大厦,10.0,5.0,8.0,4.0,30.0,1.0,3.2
934,泛太大厦,16.0,12.0,2.0,10.0,40.0,0.0,2.54
935,康定大厦,43.0,24.0,6.0,8.0,0.0,1.0,5.66
936,福德商务中心,23.0,8.0,15.0,7.0,41.0,1.0,2.13
937,海上硕和城SOHO商务中心,9.0,1.0,2.0,6.0,16.0,1.0,2.84
938,帝宝国际大厦,6.0,3.0,1.0,1.0,15.0,0.0,3.04
939,张江海趣园,0.0,0.0,0.0,0.0,0.0,0.0,4.06
940,上海中观产业园,33.0,11.0,0.0,6.0,20.0,0.0,3.38
941,长宁88中心,38.0,2.0,7.0,4.0,25.0,0.0,6.59
942,江南智造生活广场,35.0,22.0,3.0,7.0,30.0,0.0,4.87
943,星外滩10号,21.0,0.0,2.0,5.0,37.0,1.0,7.1
944,金赢108创意广场银座,9.0,2.0,3.0,1.0,33.0,1.0,3.39
945,清水湾大酒店,35.0,2.0,1.0,7.0,21.0,1.0,4.82
946,越洋广场,72.0,15.0,15.0,7.0,27.0,1.0,10.14
